Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4
Definition,0,file_id,serial_number,1,,time_created,1,,product,1,,type,1,,
Data,0,file_id,serial_number,12345,,time_created,1000000000,,product,1,,type,4,,
Definition,1,record,timestamp,1,,position_lat,1,,position_long,1,,speed,1,,heart_rate,1,,cadence,1,,
Data,1,record,timestamp,1000000000,,position_lat,-105298281,,position_long,1373005481,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000001,,position_lat,-105298279,,position_long,1373005362,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000002,,position_lat,-105298276,,position_long,1373005242,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000003,,position_lat,-105298272,,position_long,1373005123,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000004,,position_lat,-105298265,,position_long,1373005004,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000005,,position_lat,-105298257,,position_long,1373004884,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000006,,position_lat,-105298248,,position_long,1373004765,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000007,,position_lat,-105298237,,position_long,1373004646,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000008,,position_lat,-105298225,,position_long,1373004527,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000009,,position_lat,-105298212,,position_long,1373004407,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000010,,position_lat,-105298197,,position_long,1373004288,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000011,,position_lat,-105298181,,position_long,1373004169,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000012,,position_lat,-105298164,,position_long,1373004049,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000013,,position_lat,-105298146,,position_long,1373003930,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000014,,position_lat,-105298127,,position_long,1373003811,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000015,,position_lat,-105298107,,position_long,1373003691,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
Data,1,record,timestamp,1000000016,,position_lat,-105298086,,position_long,1373003572,,speed,1200,mm/s,heart_rate,110,bpm,cadence,30,rpm
